6/25/2015 14:21:40,12/16/2014,11:15:00 AM,,Unknown,Segundo - 27
6/25/2015 14:22:19,12/17/2014,9:20:00 AM,,Unknown,Segundo - 27
6/25/2015 14:22:58,12/17/2014,11:28:00 AM,,Unknown,Segundo - 27
6/25/2015 14:24:09,12/17/2014,1:00:00 PM,,Unknown,Segundo - 27
6/25/2015 15:01:45,12/18/2014,11:25:00 AM,,Unknown,Segundo - 27
6/25/2015 15:04:50,12/18/2014,1:30:00 PM,,Unknown,Segundo - 27
6/25/2015 15:48:37,12/19/2014,11:41:00 AM,12:03:00 PM,Unknown,Segundo - 27
6/25/2015 15:08:03,12/21/2014,7:21:00 AM,,Unknown,Segundo - 27
6/25/2015 15:08:32,12/22/2014,1:30:00 PM,,Unknown,Segundo - 27
6/25/2015 15:09:03,12/23/2014,9:13:00 AM,,Unknown,Segundo - 27
6/25/2015 15:09:22,1/4/2015,9:13:00 AM,,Unknown,Segundo - 27
6/25/2015 15:09:40,1/4/2015,11:20:00 AM,,Unknown,Segundo - 27
6/25/2015 15:10:06,1/4/2015,1:20:00 PM,,Unknown,Segundo - 27
6/25/2015 15:10:29,1/5/2015,9:00:00 AM,,Unknown,Segundo - 27
6/25/2015 15:10:46,1/5/2015,11:20:00 AM,,Unknown,Segundo - 27
6/25/2015 15:11:07,1/5/2015,1:20:00 PM,,Unknown,Segundo - 27
6/25/2015 15:11:25,1/6/2015,9:13:00 AM,,Unknown,Segundo - 27
6/25/2015 15:11:48,1/6/2015,11:20:00 AM,,Unknown,Segundo - 27
6/25/2015 15:12:16,1/6/2015,1:18:00 PM,,Unknown,Segundo - 27
6/25/2015 15:12:37,1/7/2015,9:12:00 AM,,Unknown,Segundo - 27
6/25/2015 15:12:55,1/8/2015,9:20:00 AM,,Unknown,Segundo - 27
6/25/2015 15:13:14,1/8/2015,1:44:00 PM,,Unknown,Segundo - 27
6/25/2015 15:13:37,1/9/2015,9:18:00 AM,,Unknown,Segundo - 27
6/25/2015 15:15:01,1/20/2015,9:15:00 AM,,Unknown,Segundo - 27
6/25/2015 15:15:19,1/20/2015,11:15:00 AM,,Unknown,Segundo - 27
6/25/2015 15:15:35,1/21/2015,9:14:00 AM,,Unknown,Segundo - 27
6/25/2015 15:16:01,1/21/2015,11:25:00 AM,,Unknown,Segundo - 27
6/14/2015 14:26:04,2/18/2015,8:30:00 AM,,Unknown,Segundo - 27
6/14/2015 14:26:27,3/2/2015,9:15:00 PM,,Unknown,Segundo - 27
6/14/2015 14:27:00,3/2/2015,11:30:00 PM,,Unknown,Segundo - 27
6/14/2015 14:27:26,3/2/2015,1:30:00 PM,,Unknown,Segundo - 27
6/14/2015 14:28:02,3/3/2015,9:15:00 AM,,Unknown,Segundo - 27
6/14/2015 14:28:31,3/3/2015,11:25:00 AM,,Unknown,Segundo - 27
6/14/2015 14:28:59,3/3/2015,1:20:00 PM,,Unknown,Segundo - 27
6/14/2015 14:29:38,3/4/2015,9:15:00 AM,,Unknown,Segundo - 27
6/14/2015 14:30:10,3/4/2015,11:30:00 AM,,Unknown,Segundo - 27
6/14/2015 14:30:41,3/5/2015,11:30:00 AM,,Unknown,Segundo - 27
6/14/2015 14:31:08,3/9/2015,9:15:00 AM,,Unknown,Segundo - 27
6/14/2015 14:31:39,3/10/2015,9:15:00 AM,,Unknown,Segundo - 27
6/14/2015 14:32:08,3/10/2015,1:11:00 AM,,Unknown,Segundo - 27
6/14/2015 14:32:44,5/26/2015,11:30:00 AM,,Unknown,Segundo - 27
6/14/2015 14:33:14,5/26/2015,3:10:00 PM,,Unknown,Segundo - 27
